model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
BM25_Job_Resume,26520,7.154662402999975,0.05558596196068501,0.4277777777777778,0.3902777777777778,0.35277777777777775,0.09386628086351617,0.42149026029174247,0.3971852639438757,0.36955528908797586
