model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
Hybrid_Weighted_TFIDF_BGE,26520,506.391720974,0.14218450721404208,0.6638888888888889,0.6583333333333333,0.6490740740740741,0.17265274289035515,0.6795721737840188,0.6705455836875707,0.66113518857856
