model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
TF-IDF_Job_Resume,26520,131.5354182320002,0.10606139318521703,0.5583333333333333,0.5416666666666666,0.5222222222222223,0.13919291154391125,0.5493486264585479,0.5415445992343387,0.5282510188303998
