model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
Hybrid_Weighted_BM25_BGE,Hybrid,355.2021904379999,0.12784845612038806,0.6555555555555556,0.6305555555555555,0.6027777777777777,0.16014955634466763,0.6675641852134185,0.6463976150695382,0.6239501332083144
