model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
Semantic_bge-small-en-v1.5,384,448.84965289699994,0.15757679479250197,0.7555555555555555,0.7055555555555555,0.6861111111111111,0.18213135529471727,0.7454728323802702,0.7143233245586753,0.6990413572933981
