model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
Hybrid_RRF_TFIDF_BGE,26520,506.391720974,0.15005009766054184,0.7166666666666667,0.6902777777777778,0.6574074074074074,0.17504617497693967,0.7308786707381881,0.7074616921822345,0.6809008280789715
