model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
Semantic_all-MiniLM-L6-v2,384,120.92975088100002,0.14475370004897334,0.7166666666666667,0.6833333333333333,0.6324074074074074,0.1679577993673085,0.7254063182556452,0.6989017000267296,0.6599584738335927
