model,vocab_size,exec_time_seconds,MAP,P@10,P@20,P@30,R@30,NDCG@10,NDCG@20,NDCG@30
Hybrid_RRF_BM25_BGE,Hybrid,355.2021904379999,0.13022212202742217,0.7055555555555555,0.6472222222222223,0.6018518518518519,0.16001971926007177,0.711193897578453,0.6685238564517831,0.6320961527942407
